cutoff,avg_E_bond1,avg_E_bond2,se_E_bond1,se_E_bond2,std_E_bond1,std_E_bond2
7,-59.46336651881315,33.74623562381772,1.402064444950256,2.074973516279744,14.09057328454597,20.853225755731287
