cutoff,avg_E_bond1,avg_E_bond2,se_E_bond1,se_E_bond2,std_E_bond1,std_E_bond2
7,-62.24665419249942,29.73409799155211,1.4175919919086704,2.056820278120733,14.246623200179148,20.670787970112645
