cutoff,avg_E_bond1,avg_E_bond2,se_E_bond1,se_E_bond2,std_E_bond1,std_E_bond2
7,-59.796409457242696,28.65211725212777,1.433892660255877,1.9798403648996818,14.410442889609717,19.8971494169164
