cutoff,avg_bond1_1,avg_bond1_2,avg_bond2_1,avg_bond2_2,se_bond1_1,se_bond1_2,se_bond2_1,se_bond2_2,std_bond1_1,std_bond1_2,std_bond2_1,std_bond2_2
7,-64.75430120524436,-59.73900717975454,31.409947530715975,28.05824845238828,1.584830949663823,1.5458151976806358,1.5860150905066321,2.909872978216878,15.927353924624324,15.53525046992879,15.939254392812444,29.24386150434024
