cutoff,avg_bond1_1,avg_bond1_2,avg_bond2_1,avg_bond2_2,se_bond1_1,se_bond1_2,se_bond2_1,se_bond2_2,std_bond1_1,std_bond1_2,std_bond2_1,std_bond2_2
7,-64.48166476828233,-54.44500870497297,33.85354746531002,33.638899752535714,1.6118582301705409,1.4606704380744333,1.572017953978538,2.9853653352885723,16.198974732093983,14.679556226096217,15.79858491165325,30.002550303256015
