cutoff,avg_E_bond1,avg_E_bond2,se_E_bond1,se_E_bond2,std_E_bond1,std_E_bond2
7,-59.46333673662762,33.746223608922875,1.4020619724656314,2.0749766857873317,14.090548436383017,20.853257608888327
