cutoff,avg_E_bond1,avg_E_bond2,se_E_bond1,se_E_bond2,std_E_bond1,std_E_bond2
7,-58.946871857327594,35.654684693044004,1.4213124559124048,2.067177739874462,14.284013400669538,20.774879172488138
